datetime,open,high,low,close,volume
2025-04-10 10:44:00,15045.0,15065.0,15040.0,15060.0,952.0
2025-04-10 10:45:00,15060.0,15060.0,15055.0,15055.0,268.0
2025-04-10 10:46:00,15055.0,15060.0,15050.0,15055.0,1043.0
2025-04-10 10:47:00,15055.0,15060.0,15045.0,15060.0,754.0
2025-04-10 10:48:00,15060.0,15075.0,15055.0,15070.0,1345.0
2025-04-10 10:49:00,15070.0,15070.0,15050.0,15055.0,909.0
2025-04-10 10:50:00,15055.0,15065.0,15055.0,15055.0,764.0
2025-04-10 10:51:00,15055.0,15060.0,15050.0,15055.0,904.0
2025-04-10 10:52:00,15055.0,15060.0,15045.0,15055.0,509.0
2025-04-10 10:53:00,15055.0,15065.0,15050.0,15055.0,587.0
2025-04-10 10:54:00,15055.0,15065.0,15055.0,15060.0,328.0
2025-04-10 10:55:00,15060.0,15065.0,15050.0,15055.0,373.0
2025-04-10 10:56:00,15055.0,15055.0,15045.0,15050.0,707.0
2025-04-10 10:57:00,15050.0,15055.0,15045.0,15045.0,281.0
2025-04-10 10:58:00,15045.0,15050.0,15040.0,15040.0,477.0
2025-04-10 10:59:00,15040.0,15055.0,15040.0,15045.0,648.0
2025-04-10 11:00:00,15045.0,15050.0,15045.0,15045.0,249.0
2025-04-10 11:01:00,15045.0,15050.0,15020.0,15020.0,2136.0
2025-04-10 11:02:00,15020.0,15035.0,15010.0,15025.0,1876.0
2025-04-10 11:03:00,15025.0,15050.0,15025.0,15045.0,1139.0
2025-04-10 11:04:00,15045.0,15055.0,15040.0,15045.0,647.0
2025-04-10 11:05:00,15045.0,15065.0,15040.0,15060.0,1114.0
2025-04-10 11:06:00,15060.0,15070.0,15055.0,15060.0,824.0
2025-04-10 11:07:00,15060.0,15075.0,15060.0,15070.0,738.0
2025-04-10 11:08:00,15070.0,15075.0,15060.0,15060.0,554.0
2025-04-10 11:09:00,15060.0,15075.0,15060.0,15065.0,841.0
2025-04-10 11:10:00,15065.0,15070.0,15060.0,15065.0,525.0
2025-04-10 11:11:00,15065.0,15075.0,15055.0,15055.0,772.0
2025-04-10 11:12:00,15055.0,15060.0,15035.0,15040.0,962.0
2025-04-10 11:13:00,15040.0,15050.0,15035.0,15045.0,732.0
2025-04-10 11:14:00,15045.0,15045.0,15035.0,15040.0,600.0
2025-04-10 11:15:00,15040.0,15045.0,15035.0,15040.0,847.0
2025-04-10 11:16:00,15040.0,15045.0,15020.0,15020.0,837.0
2025-04-10 11:17:00,15020.0,15030.0,15015.0,15025.0,1288.0
2025-04-10 11:18:00,15025.0,15045.0,15025.0,15035.0,1015.0
2025-04-10 11:19:00,15035.0,15035.0,15015.0,15020.0,868.0
2025-04-10 11:20:00,15020.0,15025.0,14995.0,15005.0,2072.0
2025-04-10 11:21:00,15005.0,15010.0,14990.0,14995.0,1862.0
2025-04-10 11:22:00,14995.0,15005.0,14985.0,14985.0,2336.0
2025-04-10 11:23:00,14985.0,15020.0,14985.0,15010.0,1750.0
2025-04-10 11:24:00,15010.0,15030.0,15010.0,15015.0,948.0
2025-04-10 11:25:00,15015.0,15020.0,14975.0,14975.0,2108.0
2025-04-10 11:26:00,14975.0,15005.0,14975.0,14985.0,1715.0
2025-04-10 11:27:00,14985.0,14990.0,14960.0,14970.0,1977.0
2025-04-10 11:28:00,14970.0,14975.0,14950.0,14950.0,2597.0
2025-04-10 11:29:00,14950.0,14990.0,14950.0,14980.0,2225.0
2025-04-10 13:30:00,15005.0,15020.0,15000.0,15010.0,3818.0
2025-04-10 13:31:00,15010.0,15015.0,15000.0,15005.0,1123.0
2025-04-10 13:32:00,15005.0,15015.0,14985.0,14985.0,1258.0
2025-04-10 13:33:00,14985.0,14995.0,14985.0,14990.0,945.0
2025-04-10 13:34:00,14990.0,15000.0,14990.0,14995.0,857.0
2025-04-10 13:35:00,14995.0,15000.0,14990.0,15000.0,461.0
2025-04-10 13:36:00,15000.0,15005.0,14995.0,15000.0,527.0
2025-04-10 13:37:00,15000.0,15000.0,14990.0,14990.0,468.0
2025-04-10 13:38:00,14990.0,15015.0,14990.0,15010.0,1120.0
2025-04-10 13:39:00,15010.0,15010.0,15000.0,15005.0,590.0
2025-04-10 13:40:00,15005.0,15010.0,15000.0,15005.0,324.0
2025-04-10 13:41:00,15005.0,15015.0,15000.0,15015.0,593.0
2025-04-10 13:42:00,15015.0,15020.0,15010.0,15015.0,573.0
2025-04-10 13:43:00,15015.0,15020.0,15005.0,15010.0,718.0
2025-04-10 13:44:00,15010.0,15015.0,15005.0,15015.0,312.0
2025-04-10 13:45:00,15015.0,15020.0,15005.0,15015.0,440.0
